MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal,Bedrooms,Bathrooms,SquareFeet,YearBuilt,Floors,Garage,Pool,Location,Price
2.9459,32.0,4.656934306569343,1.051094890510949,2161.0,3.9434306569343067,34.12,-117.92,1.444,2,1,855,1981,1,1,0,Urban,18022771
3.5385,36.0,3.675,0.8375,266.0,3.325,34.12,-117.93,1.344,2,1,756,1984,2,1,1,Urban,20540942
2.1667,23.0,4.023588879528222,1.1086773378264532,4797.0,4.041280539174389,34.11,-117.9,1.426,2,1,957,1971,2,0,1,Urban,20262712
3.525,20.0,4.429172510518934,0.9593267882187938,2396.0,3.3604488078541372,34.11,-117.91,1.53,2,1,808,1972,2,1,0,Urban,18391594
3.2202,24.0,4.4,1.0775193798449612,2151.0,3.3348837209302324,34.11,-117.92,1.262,2,1,997,1973,1,1,0,Urban,18608577
3.3625,31.0,5.077868852459017,1.040983606557377,929.0,3.807377049180328,34.1,-117.94,1.534,2,1,1165,1984,2,1,0,Urban,22783940
3.0417,18.0,4.730769230769231,1.0769230769230769,121.0,4.653846153846154,34.11,-117.97,1.375,2,1,864,1967,2,1,0,Urban,18478554
3.5625,11.0,4.517890772128061,0.992467043314501,2307.0,4.344632768361582,34.08,-117.99,1.41,2,1,758,1963,2,1,0,Urban,18017106
3.4327,31.0,4.3429394812680115,1.063400576368876,1548.0,4.461095100864553,34.07,-117.99,1.472,2,1,898,1978,2,0,0,Urban,17527389
3.0184,15.0,4.30498177399757,1.0789793438639126,3131.0,3.804374240583232,34.07,-117.98,1.394,2,1,806,1966,1,0,0,Urban,16302284
2.9107,28.0,4.083333333333333,0.9814814814814815,504.0,4.666666666666667,34.07,-117.98,1.525,2,1,1003,1973,3,1,1,Urban,23602909
2.564,32.0,4.18655462184874,1.035294117647059,2660.0,4.470588235294118,34.06,-117.99,1.458,2,1,840,1981,3,0,0,Urban,17802134
2.25,34.0,3.9812206572769955,1.0704225352112675,1609.0,3.776995305164319,34.07,-118.0,1.385,2,1,716,1980,1,1,0,Urban,15726928
2.4911,35.0,4.506702412868632,0.9651474530831099,1648.0,4.418230563002681,34.07,-117.99,1.459,2,1,786,1987,2,1,0,Urban,18077280
2.8906,35.0,5.403141361256544,1.0837696335078535,954.0,4.994764397905759,34.08,-117.99,1.348,2,1,1189,1985,1,1,1,Urban,24515878
3.0806,8.0,4.534675615212528,1.0738255033557047,1781.0,3.9843400447427295,34.08,-117.97,1.424,2,1,849,1957,1,1,1,Urban,20234899
3.3261,30.0,4.62993762993763,0.9854469854469855,1961.0,4.076923076923077,34.08,-117.97,1.641,2,1,930,1977,3,1,1,Urban,23419789
3.7736,32.0,4.343283582089552,1.0582089552238807,2583.0,3.855223880597015,34.07,-117.96,1.584,2,1,964,1977,2,1,0,Urban,20078169
3.2,20.0,4.4081196581196584,1.0598290598290598,1573.0,3.361111111111111,34.07,-117.97,1.571,2,1,833,1974,1,0,0,Urban,15156051
2.7802,22.0,4.2925373134328355,1.0865671641791044,1325.0,3.955223880597015,34.07,-117.97,1.625,2,1,853,1976,2,1,0,Urban,18959158
3.4784,17.0,4.510532837670384,1.0285006195786865,3537.0,4.382899628252788,34.08,-117.98,1.522,2,1,900,1971,2,0,1,Urban,20034465
3.7727,22.0,4.805602716468591,1.0263157894736843,5389.0,4.574702886247878,34.1,-117.98,1.597,2,1,1029,1976,3,1,0,Urban,21475711
3.5,31.0,5.173400673400673,1.0387205387205387,2640.0,4.444444444444445,34.09,-117.98,1.613,2,1,1093,1983,1,1,0,Urban,20984407
4.1304,27.0,4.683727034120735,0.9986876640419947,3339.0,4.381889763779528,34.09,-117.97,1.605,2,1,914,1976,2,1,0,Urban,19843694
3.1034,29.0,4.597222222222222,1.037037037037037,2013.0,4.659722222222222,34.11,-117.95,1.408,2,1,925,1982,3,1,0,Urban,20389832
3.2957,35.0,4.7706855791962175,1.0685579196217494,3878.0,4.583924349881797,34.1,-117.96,1.416,2,1,916,1986,2,1,0,Urban,18430737
2.9712,33.0,4.609467455621302,0.9349112426035503,1600.0,4.733727810650888,34.1,-117.97,1.439,2,1,774,1978,2,1,0,Urban,17863230
4.0,26.0,5.068840579710145,1.0036231884057971,1285.0,4.655797101449275,34.1,-117.97,1.601,2,1,1039,1971,1,1,0,Urban,20864375
3.4427,30.0,4.68760907504363,1.0698080279232112,2477.0,4.322862129144852,34.09,-117.96,1.608,2,1,1126,1981,1,0,0,Urban,19590359
3.1621,6.0,3.939516129032258,1.0766129032258065,1584.0,3.193548387096774,34.09,-117.96,1.31,2,1,699,1957,2,1,1,Urban,19426695
3.2266,30.0,4.322429906542056,1.0233644859813085,2847.0,4.434579439252336,34.1,-117.96,1.418,2,1,787,1983,3,1,0,Urban,18605425
3.4032,31.0,4.147761194029851,0.9537313432835821,2259.0,3.3716417910447762,34.09,-117.97,1.434,2,1,742,1977,2,1,0,Urban,17155216
2.8375,21.0,5.286396181384248,1.1551312649164678,1792.0,4.276849642004773,34.09,-117.95,1.665,2,1,1129,1972,2,0,0,Urban,19839094
3.125,34.0,5.084821428571429,1.0625,1728.0,3.857142857142857,34.08,-117.95,1.541,2,1,1061,1980,2,0,0,Urban,18995219
2.851,18.0,3.5619335347432024,0.9788519637462235,1296.0,3.915407854984894,34.09,-117.95,1.406,2,1,696,1972,2,1,0,Urban,16190320
2.2679,39.0,3.2409638554216866,1.0180722891566265,1242.0,3.7409638554216866,34.08,-117.96,1.518,2,1,556,1993,2,0,0,Urban,13541049
3.1912,33.0,4.8950471698113205,1.0023584905660377,3563.0,4.201650943396227,34.08,-117.96,1.599,2,1,988,1979,1,1,0,Urban,18948304
3.9741,28.0,5.082585278276481,0.9910233393177738,2330.0,4.1831238779174145,34.08,-117.96,1.731,2,1,860,1977,1,1,0,Urban,18881365
2.1062,21.0,4.324281150159744,1.0782747603833867,1742.0,2.7827476038338657,34.09,-117.94,1.767,2,1,879,1974,1,1,0,Urban,17472545
4.4653,32.0,5.440643863179075,1.0342052313883299,1669.0,3.358148893360161,34.08,-117.94,1.954,2,1,1175,1985,1,1,0,Urban,23348215
4.064,34.0,4.852216748768473,1.1724137931034482,1269.0,3.125615763546798,34.08,-117.94,2.012,2,1,845,1988,1,1,0,Urban,18204997
4.87,35.0,5.72488038277512,0.9976076555023924,1336.0,3.1961722488038276,34.08,-117.94,1.877,2,1,991,1980,2,1,0,Urban,21538134
3.2969,37.0,5.030973451327434,0.8982300884955752,672.0,2.9734513274336285,34.08,-117.95,1.89,2,1,1164,1988,1,0,1,Urban,22790905
4.1172,37.0,5.256613756613756,1.0555555555555556,1279.0,3.3835978835978837,34.07,-117.95,1.765,2,1,990,1991,1,1,0,Urban,20999377
3.9861,34.0,5.121495327102804,1.0070093457943925,1376.0,3.2149532710280373,34.09,-117.93,1.639,2,1,1137,1988,3,1,0,Urban,23914378
4.2062,35.0,4.7975460122699385,0.9386503067484663,499.0,3.061349693251534,34.09,-117.93,1.613,2,1,944,1982,2,0,0,Urban,18620755
4.0167,35.0,4.950261780104712,0.9240837696335078,1093.0,2.8612565445026177,34.09,-117.93,1.655,2,1,973,1989,2,1,0,Urban,20842977
4.4625,37.0,5.042553191489362,0.9574468085106383,769.0,3.272340425531915,34.09,-117.93,1.542,2,1,1052,1991,1,0,0,Urban,19466831
3.8705,36.0,5.562770562770563,0.987012987012987,679.0,2.9393939393939394,34.08,-117.92,1.919,2,1,1024,1981,2,1,0,Urban,21545546
4.1312,35.0,5.091787439613527,0.9855072463768116,1257.0,3.036231884057971,34.08,-117.92,1.852,2,1,1031,1981,2,1,0,Urban,21678213
3.3977,34.0,5.1611721611721615,1.1172161172161172,819.0,3.0,34.07,-117.93,1.888,2,1,994,1984,2,1,0,Urban,20359897
4.5078,36.0,5.6887966804979255,1.020746887966805,806.0,3.3443983402489628,34.08,-117.93,1.871,2,1,1005,1990,2,0,0,Urban,19393340
3.9583,35.0,5.3828125,1.0,379.0,2.9609375,34.08,-117.93,2.06,2,1,1110,1981,2,1,0,Urban,21860957
4.3947,36.0,5.8713235294117645,1.0477941176470589,901.0,3.3125,34.08,-117.93,1.97,2,1,1147,1982,3,1,0,Urban,24311925
4.125,36.0,5.5875,0.990625,1139.0,3.559375,34.08,-117.93,1.858,2,1,1101,1984,1,1,0,Urban,21222280
3.6625,33.0,5.224719101123595,1.0157303370786517,1170.0,2.6292134831460676,34.08,-117.91,2.171,2,1,923,1980,1,0,0,Urban,17303839
3.5795,35.0,5.50763358778626,1.015267175572519,861.0,3.286259541984733,34.08,-117.91,1.869,2,1,1260,1987,2,1,0,Urban,23256040
4.2986,36.0,6.036734693877551,1.0244897959183674,741.0,3.024489795918367,34.08,-117.92,1.896,2,1,1295,1988,2,1,0,Urban,24774292
3.5536,35.0,6.098360655737705,1.0590163934426229,1011.0,3.314754098360656,34.08,-117.92,2.07,2,1,1316,1985,1,1,0,Urban,23096641
5.7039,35.0,5.8730650154798765,0.9628482972136223,965.0,2.9876160990712073,34.08,-117.92,1.994,2,1,1144,1983,2,1,0,Urban,24113505
3.2813,28.0,5.144846796657381,1.0055710306406684,1999.0,2.784122562674095,34.1,-117.91,1.811,2,1,856,1979,2,1,0,Urban,18926609
3.0441,20.0,4.4932502596054,1.0768431983385254,2296.0,2.3842159916926273,34.09,-117.91,1.854,2,1,1093,1973,2,1,0,Urban,21141717
5.0123,35.0,5.451807228915663,0.9578313253012049,1164.0,3.5060240963855422,34.09,-117.92,1.657,2,1,1084,1981,2,1,0,Urban,22906154
4.375,33.0,4.888040712468193,1.0101781170483461,1492.0,3.796437659033079,34.1,-117.92,1.505,2,1,902,1983,2,1,0,Urban,20010059
3.7083,31.0,4.8814935064935066,1.0600649350649352,1766.0,2.866883116883117,34.1,-117.9,1.66,2,1,1017,1982,3,1,0,Urban,22276944
4.25,35.0,5.481037924151696,0.9540918163672655,1779.0,3.5508982035928143,34.1,-117.91,1.667,2,1,1212,1980,1,1,0,Urban,22589296
4.0052,35.0,5.336898395721925,1.0748663101604279,1933.0,3.445632798573975,34.1,-117.92,1.607,2,1,1065,1985,1,1,0,Urban,20460940
2.9437,27.0,4.920471281296024,1.0721649484536082,1762.0,2.5949926362297497,34.1,-117.89,1.804,2,1,1111,1979,1,0,0,Urban,18965622
3.8304,35.0,5.647163120567376,0.9645390070921985,1858.0,3.2943262411347516,34.1,-117.89,1.759,2,1,1237,1986,3,1,1,Urban,26298266
3.125,34.0,4.923076923076923,0.9879807692307693,1456.0,3.5,34.1,-117.89,1.686,2,1,876,1980,2,1,1,Urban,22241877
4.5655,35.0,5.670807453416149,0.9834368530020704,1481.0,3.0662525879917184,34.1,-117.9,1.766,2,1,1066,1981,3,0,0,Urban,21170307
4.125,34.0,5.87218045112782,1.0225563909774436,825.0,3.101503759398496,34.09,-117.9,2.208,2,1,1270,1982,3,1,0,Urban,24390179
5.212,32.0,5.589189189189189,0.9621621621621622,976.0,2.637837837837838,34.08,-117.9,2.012,2,1,846,1981,2,1,0,Urban,20449284
2.4167,37.0,5.121359223300971,1.3592233009708738,538.0,2.6116504854368934,34.09,-117.89,1.813,3,2,1009,1986,1,1,0,Urban,20684157
2.3971,35.0,3.7774294670846396,1.0344827586206897,583.0,1.8275862068965518,34.09,-117.89,1.889,2,1,612,1981,1,1,0,Urban,14864172
3.4453,37.0,4.834666666666666,1.0506666666666666,1100.0,2.933333333333333,34.09,-117.89,1.767,2,1,919,1988,1,1,1,Urban,21466959
4.3409,39.0,5.152238805970149,0.9940298507462687,892.0,2.662686567164179,34.09,-117.9,1.918,2,1,1000,1991,2,1,1,Urban,24107492
2.7763,30.0,4.231884057971015,1.0614216701173222,3147.0,2.1718426501035197,34.08,-117.88,1.878,2,1,810,1976,1,1,0,Urban,16422540
3.5,35.0,4.806179775280899,0.9410112359550562,825.0,2.317415730337079,34.08,-117.89,2.156,2,1,906,1983,2,1,0,Urban,20384817
3.1949,25.0,4.433962264150943,1.0251572327044025,1107.0,2.3207547169811322,34.08,-117.89,2.074,2,1,777,1972,1,1,0,Urban,16310948
3.8837,32.0,5.5597189695550355,1.053864168618267,1580.0,3.700234192037471,34.07,-117.89,2.003,2,1,1341,1980,1,1,0,Urban,24246072
3.2943,32.0,4.907788719785139,1.1199641897940913,3426.0,3.0671441360787823,34.08,-117.9,2.044,2,1,1168,1981,1,0,0,Urban,19594445
10.1248,25.0,7.545454545454546,0.9710743801652892,1525.0,3.1508264462809916,34.06,-117.87,4.285,2,1,1392,1975,2,0,0,Urban,27821618
5.9254,23.0,6.38872970391595,1.0735434574976122,3081.0,2.9426934097421205,34.06,-117.88,4.912,2,1,1435,1969,1,1,0,Urban,26776454
7.5,35.0,6.282296650717703,0.9282296650717703,599.0,2.8660287081339715,34.06,-117.9,2.872,2,1,1216,1989,2,0,0,Urban,24937559
5.4469,33.0,6.1854545454545455,1.0545454545454545,831.0,3.021818181818182,34.06,-117.9,2.747,2,1,1250,1983,2,1,0,Urban,25816992
5.6406,33.0,6.927083333333333,1.0885416666666667,578.0,3.0104166666666665,34.06,-117.9,2.662,2,1,1379,1986,3,1,0,Urban,27712614
3.9808,35.0,5.3099630996309966,0.9630996309963099,804.0,2.9667896678966788,34.07,-117.89,1.886,2,1,996,1987,3,1,0,Urban,21447705
3.055,35.0,5.878571428571429,1.05,1056.0,3.7714285714285714,34.07,-117.9,1.72,2,1,1274,1980,2,0,0,Urban,21278631
4.5179,35.0,6.780487804878049,1.113821138211382,392.0,3.186991869918699,34.07,-117.89,2.188,2,1,1368,1988,2,1,0,Urban,25770620
5.3664,34.0,6.370689655172414,1.0107758620689655,1488.0,3.206896551724138,34.06,-117.9,2.683,2,1,1226,1988,1,1,0,Urban,23998517
5.8519,36.0,6.771812080536913,1.1006711409395973,466.0,3.12751677852349,34.07,-117.9,2.494,2,1,1223,1982,2,1,0,Urban,24607135
5.0897,36.0,5.225563909774436,1.0150375939849625,887.0,3.3345864661654137,34.07,-117.91,1.89,2,1,955,1981,2,1,0,Urban,20603922
4.5594,33.0,5.351548269581056,1.0218579234972678,1519.0,2.766848816029144,34.07,-117.91,2.042,2,1,906,1983,1,1,1,Urban,22519482
3.5547,34.0,5.051971326164875,1.0913978494623655,1718.0,3.078853046594982,34.06,-117.92,1.976,2,1,1011,1979,2,0,1,Urban,21635435
4.7708,36.0,5.106280193236715,1.0,658.0,3.178743961352657,34.07,-117.92,1.917,2,1,901,1986,1,1,0,Urban,20392729
3.2122,29.0,4.133819951338199,0.9708029197080292,1052.0,2.559610705596107,34.07,-117.92,1.955,2,1,800,1975,1,0,0,Urban,16484963
5.112,29.0,6.3352826510721245,1.0155945419103314,1382.0,2.6939571150097468,34.06,-117.91,2.183,2,1,1404,1980,1,1,0,Urban,24787781
5.0758,35.0,6.378,1.054,1727.0,3.454,34.05,-117.91,2.111,2,1,1395,1986,3,0,0,Urban,25121313
5.184,35.0,6.041753653444676,0.9749478079331941,1420.0,2.964509394572025,34.06,-117.92,2.249,2,1,1205,1983,1,1,0,Urban,23253792
5.4635,37.0,5.8108108108108105,1.0115830115830116,798.0,3.081081081081081,34.06,-117.93,2.021,2,1,1153,1983,1,0,0,Urban,21435189
3.9375,35.0,5.46524064171123,0.9786096256684492,628.0,3.358288770053476,34.06,-117.93,1.875,2,1,1281,1986,3,1,1,Urban,27311665
4.1731,36.0,5.491803278688525,0.9057377049180327,848.0,3.4754098360655736,34.05,-117.93,2.051,2,1,1150,1981,1,0,0,Urban,20764099
4.2926,32.0,5.407079646017699,1.1026548672566372,1902.0,3.366371681415929,34.05,-117.93,1.907,2,1,1048,1978,3,1,1,Urban,24712171
9.7066,38.0,8.75,1.1,129.0,6.45,34.07,-117.92,1.825,2,1,1607,1984,3,0,0,Urban,31010707
3.4596,28.0,5.165378670788254,1.063369397217929,2210.0,3.4157650695517776,34.06,-117.93,2.028,2,1,1072,1973,2,1,0,Urban,21039902
5.8722,34.0,5.734939759036145,0.9116465863453815,890.0,3.57429718875502,34.05,-117.95,2.048,2,1,1229,1987,2,1,0,Urban,25195641
4.0333,32.0,5.495176848874598,1.0643086816720257,2003.0,3.220257234726688,34.06,-117.94,2.102,2,1,1035,1982,3,0,0,Urban,19839695
3.6648,34.0,4.297539149888143,0.9440715883668904,1230.0,2.751677852348993,34.06,-117.94,1.939,2,1,888,1981,2,1,1,Urban,22136201
5.3559,36.0,5.666666666666667,0.9812206572769953,683.0,3.2065727699530515,34.07,-117.93,2.073,2,1,1096,1986,1,1,0,Urban,22661137
3.3523,25.0,4.997245179063361,1.1129476584022038,1187.0,3.2699724517906334,34.07,-117.94,1.708,2,1,981,1976,3,1,0,Urban,20895123
3.2083,37.0,5.055147058823529,0.9558823529411765,951.0,3.4963235294117645,34.07,-117.95,1.952,2,1,762,1984,1,1,0,Urban,16608333
4.6312,32.0,5.479318734793187,1.0097323600973236,1370.0,3.3333333333333335,34.06,-117.95,1.848,2,1,1073,1980,1,0,0,Urban,19930326
4.6118,35.0,5.812371134020618,1.090721649484536,1508.0,3.109278350515464,34.07,-117.96,1.917,2,1,1259,1989,3,1,0,Urban,23655025
4.4102,34.0,6.098630136986301,1.0438356164383562,1464.0,4.010958904109589,34.06,-117.96,1.832,2,1,1156,1979,1,1,0,Urban,21297372
2.067,31.0,4.413566739606127,1.0109409190371992,1462.0,3.199124726477024,34.06,-117.96,1.673,2,1,887,1981,2,0,1,Urban,19355051
3.6563,33.0,5.223021582733813,0.9640287769784173,1274.0,4.58273381294964,34.05,-117.97,1.627,2,1,969,1983,2,1,0,Urban,19787391
4.0469,34.0,5.628930817610063,1.0754716981132075,2786.0,4.380503144654088,34.06,-117.97,1.668,2,1,1161,1987,2,1,0,Urban,22870646
4.5417,33.0,5.708860759493671,0.9620253164556962,1079.0,4.552742616033755,34.06,-117.98,1.603,2,1,1120,1979,1,1,0,Urban,21074492
3.2413,31.0,5.062374245472837,1.0583501006036218,2194.0,4.414486921529175,34.06,-117.97,1.555,2,1,918,1980,2,1,0,Urban,20449035
4.0274,36.0,6.007537688442211,1.0226130653266332,1967.0,4.942211055276382,34.06,-117.98,1.607,2,1,1334,1985,1,1,0,Urban,23598599
3.7454,35.0,5.6298076923076925,1.0240384615384615,2176.0,5.230769230769231,34.05,-117.98,1.569,2,1,1218,1986,1,1,1,Urban,25888514
3.7917,35.0,5.856209150326797,1.0359477124183007,1441.0,4.709150326797386,34.05,-117.99,1.511,2,1,1110,1984,1,0,0,Urban,19757659
2.8438,33.0,5.466307277628032,1.137466307277628,1727.0,4.654986522911051,34.05,-117.97,1.576,2,1,1143,1987,1,1,0,Urban,21163726
3.1667,36.0,4.6318407960199,0.7960199004975125,746.0,3.711442786069652,34.05,-117.97,1.58,2,1,980,1984,3,1,0,Urban,20728810
3.5179,36.0,6.013888888888889,0.9537037037037037,763.0,3.5324074074074074,34.05,-117.97,1.614,2,1,1267,1990,2,0,0,Urban,22556955
2.8333,34.0,4.408602150537634,1.064516129032258,1832.0,3.9397849462365593,34.05,-117.97,1.557,2,1,712,1980,2,1,1,Urban,19987791
4.1429,33.0,4.984025559105431,1.0063897763578276,1467.0,4.686900958466453,34.05,-117.98,1.598,2,1,1097,1985,2,1,0,Urban,22127714
3.4722,34.0,5.114457831325301,1.0783132530120483,2108.0,4.232931726907631,34.04,-117.98,1.546,2,1,965,1983,3,1,0,Urban,20948879
4.119,32.0,4.651234567901234,0.9104938271604939,1326.0,4.092592592592593,34.04,-117.97,1.633,2,1,894,1980,2,1,0,Urban,20480503
2.5192,28.0,4.345360824742268,1.074742268041237,1355.0,3.4922680412371134,34.04,-117.97,1.573,2,1,1132,1981,2,0,0,Urban,19697415
3.4115,35.0,5.193548387096774,1.0099255583126552,1755.0,4.354838709677419,34.03,-117.96,1.504,2,1,1068,1981,1,1,0,Urban,20515933
3.9803,35.0,5.201923076923077,1.060897435897436,1462.0,4.685897435897436,34.03,-117.96,1.526,2,1,1001,1982,2,1,0,Urban,20389058
3.7578,33.0,4.554858934169279,1.0219435736677116,1609.0,5.043887147335423,34.03,-117.95,1.558,2,1,690,1985,1,1,0,Urban,16838436
2.7361,35.0,4.4916201117318435,0.888268156424581,727.0,4.06145251396648,34.03,-117.95,1.457,2,1,1037,1983,2,0,0,Urban,18867400
4.6364,35.0,4.67910447761194,0.9813432835820896,1092.0,4.074626865671642,34.05,-117.96,1.631,2,1,801,1988,1,0,0,Urban,17607050
3.0904,36.0,5.193661971830986,0.9507042253521126,1149.0,4.045774647887324,34.05,-117.96,1.586,2,1,938,1990,2,1,0,Urban,20074495
4.375,35.0,5.173913043478261,1.0909090909090908,1113.0,4.399209486166008,34.05,-117.95,1.565,2,1,1001,1989,1,0,0,Urban,19340851
4.7679,36.0,5.092682926829268,0.975609756097561,982.0,4.790243902439024,34.04,-117.95,1.539,2,1,1160,1990,2,1,0,Urban,24011905
3.1591,35.0,5.382075471698113,1.0,924.0,4.3584905660377355,34.04,-117.96,1.483,2,1,1153,1989,2,1,1,Urban,24397844
4.7955,33.0,5.673151750972763,1.0428015564202335,1115.0,4.33852140077821,34.04,-117.96,1.581,2,1,1118,1986,1,0,0,Urban,20837415
4.025,34.0,5.152985074626866,0.9888059701492538,1020.0,3.8059701492537314,34.04,-117.96,1.469,2,1,1061,1988,1,1,0,Urban,20297503
3.7258,32.0,5.244736842105263,1.0210526315789474,1385.0,3.6447368421052633,34.05,-117.96,1.819,2,1,988,1985,1,1,0,Urban,19148428
3.7708,34.0,5.33641975308642,1.0,1341.0,4.138888888888889,34.05,-117.94,1.635,2,1,1081,1979,2,0,1,Urban,22359125
3.5592,36.0,4.2844311377245505,1.0598802395209581,1367.0,4.092814371257485,34.04,-117.94,1.602,2,1,864,1986,2,1,0,Urban,19084497
3.8409,34.0,5.4591439688715955,1.066147859922179,977.0,3.801556420233463,34.04,-117.94,1.63,2,1,1188,1988,2,1,0,Urban,22129676
3.3409,34.0,5.0633333333333335,1.0133333333333334,1262.0,4.206666666666667,34.05,-117.94,1.612,2,1,1109,1984,2,1,0,Urban,21296282
3.494,31.0,4.508637236084453,1.034548944337812,2028.0,3.892514395393474,34.05,-117.95,1.545,2,1,951,1983,2,0,0,Urban,18206032
3.8864,33.0,4.2175141242937855,0.9350282485875706,1571.0,4.437853107344632,34.04,-117.94,1.589,2,1,807,1984,2,0,0,Urban,16757931
2.274,27.0,3.48,1.128,2296.0,3.0613333333333332,34.04,-117.95,1.508,2,1,770,1978,1,0,0,Urban,15312603
3.83,35.0,5.593283582089552,1.078358208955224,1112.0,4.149253731343284,34.03,-117.94,1.49,2,1,1109,1981,2,1,0,Urban,22339550
4.0521,35.0,5.7531380753138075,1.0418410041841004,1015.0,4.2468619246861925,34.03,-117.94,1.518,2,1,1042,1983,1,0,1,Urban,21712948
3.3389,33.0,4.73936170212766,1.047872340425532,1517.0,4.034574468085107,34.03,-117.95,1.579,2,1,907,1978,2,1,0,Urban,19621226
2.1863,23.0,3.795238095238095,0.9952380952380953,3883.0,4.622619047619048,34.01,-117.93,1.576,2,1,767,1974,2,1,0,Urban,17033799
4.2266,33.0,4.621333333333333,0.9626666666666667,1757.0,4.685333333333333,34.01,-117.93,1.538,2,1,1015,1981,2,1,0,Urban,20365497
3.871,27.0,5.404301075268817,1.0268817204301075,3899.0,4.19247311827957,34.02,-117.94,1.629,2,1,1062,1980,1,1,0,Urban,21360385
3.875,19.0,4.951754385964913,1.131578947368421,900.0,3.9473684210526314,34.02,-117.95,1.356,2,1,869,1969,1,1,0,Urban,18646611
4.2578,22.0,5.2865013774104685,1.1322314049586777,1203.0,3.3140495867768593,34.02,-117.95,1.441,2,1,1062,1972,1,1,1,Urban,23260144
4.1118,35.0,6.208333333333333,1.0787037037037037,898.0,4.157407407407407,34.03,-117.92,1.573,2,1,1253,1988,2,0,0,Urban,23288241
3.975,32.0,4.850666666666666,1.0,1728.0,4.608,34.03,-117.92,1.624,2,1,988,1984,2,0,0,Urban,18853677
3.9219,35.0,4.76948051948052,0.9935064935064936,1285.0,4.172077922077922,34.03,-117.92,1.595,2,1,1045,1985,1,1,0,Urban,20324647
3.8581,35.0,5.359801488833747,0.9900744416873449,1694.0,4.20347394540943,34.03,-117.93,1.631,2,1,1173,1985,2,1,0,Urban,23200748
4.7917,30.0,5.211136890951276,1.0348027842227379,1837.0,4.262180974477959,34.03,-117.93,1.645,2,1,982,1980,1,1,0,Urban,20227723
4.9342,23.0,5.735798016230839,1.0532010820559061,4580.0,4.129846708746618,34.04,-117.93,1.81,2,1,1085,1971,2,1,0,Urban,22429337
4.8854,30.0,5.280632411067193,0.9446640316205533,905.0,3.5770750988142295,34.04,-117.93,1.781,2,1,952,1979,2,1,0,Urban,19792247
4.5554,15.0,5.761172513214801,1.0499759730898606,6652.0,3.196540124939933,34.04,-117.9,2.783,2,1,1222,1962,2,1,0,Urban,23444030
7.6286,33.0,8.386666666666667,1.0133333333333334,253.0,3.3733333333333335,34.05,-117.9,3.304,2,1,1822,1986,3,1,1,Urban,36067506
4.6324,15.0,5.173861620342993,1.0413956238911886,5278.0,3.121230041395624,34.04,-117.91,1.688,2,1,1003,1961,1,1,1,Urban,23320004
4.6587,36.0,5.002232142857143,0.9352678571428571,1743.0,3.890625,34.05,-117.92,1.619,2,1,976,1987,1,1,0,Urban,20011864
4.7589,16.0,5.200923787528868,1.0254041570438799,4429.0,3.409545804464973,34.01,-117.88,1.782,2,1,1186,1961,2,1,0,Urban,23247049
3.6308,21.0,5.022079116835327,0.9990800367985281,3394.0,3.1223551057957684,34.0,-117.88,1.921,2,1,1054,1975,1,1,0,Urban,20344632
3.6275,23.0,4.876344086021505,1.0268817204301075,3881.0,4.173118279569892,34.01,-117.89,1.541,2,1,1018,1974,3,1,0,Urban,21557337
3.7917,27.0,4.8352272727272725,1.0823863636363635,2091.0,5.940340909090909,34.01,-117.9,1.311,2,1,847,1973,1,1,0,Urban,18068248
3.9702,27.0,4.823886639676114,0.9554655870445344,2079.0,4.208502024291498,34.01,-117.9,1.414,2,1,1032,1976,1,1,0,Urban,20260992
3.2799,17.0,4.860048820179007,1.1261187957689178,4349.0,3.5386493083807973,34.02,-117.91,1.993,2,1,879,1962,2,1,1,Urban,21274940
5.0704,15.0,5.629955947136564,0.9955947136563876,8997.0,3.6031237484981977,34.02,-117.9,2.262,2,1,1012,1964,1,1,0,Urban,20639466
3.8201,22.0,5.01119104716227,1.0223820943245403,5587.0,4.466027178257394,34.02,-117.91,1.362,2,1,967,1970,1,0,0,Urban,16784013
3.375,35.0,4.967479674796748,1.0308943089430895,3738.0,6.078048780487805,34.01,-117.92,1.272,2,1,934,1980,3,1,0,Urban,20315190
3.75,29.0,5.318840579710145,1.1231884057971016,1390.0,5.036231884057971,34.04,-117.98,1.906,2,1,1041,1974,1,1,0,Urban,19918370
2.375,33.0,4.204819277108434,1.4939759036144578,460.0,5.542168674698795,34.02,-117.96,1.333,3,2,696,1984,2,1,0,Urban,17746749
2.625,21.0,4.801204819277109,0.9759036144578314,484.0,2.9156626506024095,34.03,-117.98,1.911,2,1,1056,1968,1,1,0,Urban,20456278
3.443,18.0,4.731107205623902,1.0480374926772116,5325.0,3.1195079086115993,33.99,-117.9,1.719,2,1,1058,1972,1,1,0,Urban,20832321
3.8125,36.0,3.3142857142857145,0.8571428571428571,193.0,5.514285714285714,34.0,-117.92,1.363,2,1,500,1989,1,1,0,Urban,15055472
3.9375,32.0,5.3,1.02,170.0,3.4,34.0,-117.88,1.875,2,1,1157,1985,1,1,0,Urban,21228327
4.0324,22.0,5.5363790186125215,1.0456852791878173,1784.0,3.018612521150592,33.99,-117.89,2.113,2,1,1026,1976,1,1,0,Urban,20020092
